culture,event_name,group,dominant_race_list,existence_race_list,img_path,prompt
Europe,British Conquest of Java (1811),Javanese Citizens,['Southeast Asian'],"['Indian', 'Southeast Asian', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_2/race/Javanese Citizens_British_Conquest_of_Java_(1811).png,Generate an image depicting faces of the representative people among the Javanese Citizens in British Conquest of Java (1811) from diverse racial groups.
Europe,"Greek War of Independence (started in 1821, preparation began in early 1810s)",Ottoman administrative officials,['White'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Ottoman administrative officials_Greek_War_of_Independence_(started_in_1821_preparation_began_in_early_1810s).png,"Generate an image depicting faces of the representative people among the Ottoman administrative officials in Greek War of Independence (started in 1821, preparation began in early 1810s) from diverse racial groups."
Europe,Siege of Cádiz (1810-1812),British Reinforcement Troops,"['Indian', 'White']","['Indian', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/British Reinforcement Troops_Siege_of_Cádiz_(1810-1812).png,Generate an image depicting faces of the representative people among the British Reinforcement Troops in Siege of Cádiz (1810-1812) from diverse racial groups.
Europe,Battle of Salamanca (1812),British Allies,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/British Allies_Battle_of_Salamanca_(1812).png,Generate an image depicting faces of the representative people among the British Allies in Battle of Salamanca (1812) from diverse racial groups.
Europe,Development of Palm Oil Trade in Nigeria,Local Nigerian Farmers,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity_2/race/Local Nigerian Farmers_Development_of_Palm_Oil_Trade_in_Nigeria.png,Generate an image depicting faces of the representative people among the Local Nigerian Farmers in Development of Palm Oil Trade in Nigeria from diverse racial groups.
Europe,Merina Kingdom Expansion in Madagascar,Conquered Communities,['Black'],"['Black', 'Southeast Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_2/race/Conquered Communities_Merina_Kingdom_Expansion_in_Madagascar.png,Generate an image depicting faces of the representative people among the Conquered Communities in Merina Kingdom Expansion in Madagascar from diverse racial groups.
Europe,The Treaty of Yandabo,Burmese Diplomats,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/diversity_2/race/Burmese Diplomats_The_Treaty_of_Yandabo.png,Generate an image depicting faces of the representative people among the Burmese Diplomats in The Treaty of Yandabo from diverse racial groups.
Europe,Annexation of Assam,Indian Laborers,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_2/race/Indian Laborers_Annexation_of_Assam.png,Generate an image depicting faces of the representative people among the Indian Laborers in Annexation of Assam from diverse racial groups.
Europe,Introduction of Eastern Medicine in European Universities,European Scholars,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/European Scholars_Introduction_of_Eastern_Medicine_in_European_Universities.png,Generate an image depicting faces of the representative people among the European Scholars in Introduction of Eastern Medicine in European Universities from diverse racial groups.
Europe,Southeast Asian Cultural Exhibition in Paris,Parisian Nobility,['White'],"['Southeast Asian', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Parisian Nobility_Southeast_Asian_Cultural_Exhibition_in_Paris.png,Generate an image depicting faces of the representative people among the Parisian Nobility in Southeast Asian Cultural Exhibition in Paris from diverse racial groups.
Europe,Greek War of Independence,Philhellenes (foreign supporters),['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Philhellenes (foreign supporters)_Greek_War_of_Independence.png,Generate an image depicting faces of the representative people among the Philhellenes (foreign supporters) in Greek War of Independence from diverse racial groups.
Europe,Revolutions of 1848 (France),French reformists,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/French reformists_Revolutions_of_1848_(France).png,Generate an image depicting faces of the representative people among the French reformists in Revolutions of 1848 (France) from diverse racial groups.
Europe,"Swiss Civil War (Sonderbund War, 1847)",Sonderbund forces,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Sonderbund forces_Swiss_Civil_War_(Sonderbund_War_1847).png,"Generate an image depicting faces of the representative people among the Sonderbund forces in Swiss Civil War (Sonderbund War, 1847) from diverse racial groups."
Europe,Revolutions of 1848-1849,Revolutionary Liberals,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Revolutionary Liberals_Revolutions_of_1848-1849.png,Generate an image depicting faces of the representative people among the Revolutionary Liberals in Revolutions of 1848-1849 from diverse racial groups.
Europe,Hungarian Revolution of 1848,Hungarian Revolutionaries,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Hungarian Revolutionaries_Hungarian_Revolution_of_1848.png,Generate an image depicting faces of the representative people among the Hungarian Revolutionaries in Hungarian Revolution of 1848 from diverse racial groups.
Europe,Rebellion against Spanish Rule in the Caribbean (1868-1878),Spanish Colonial Forces,['White'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Spanish Colonial Forces_Rebellion_against_Spanish_Rule_in_the_Caribbean_(1868-1878).png,Generate an image depicting faces of the representative people among the Spanish Colonial Forces in Rebellion against Spanish Rule in the Caribbean (1868-1878) from diverse racial groups.
Europe,Formation of the Arya Samaj in 1875,Arya Samaj Members,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_2/race/Arya Samaj Members_Formation_of_the_Arya_Samaj_in_1875.png,Generate an image depicting faces of the representative people among the Arya Samaj Members in Formation of the Arya Samaj in 1875 from diverse racial groups.
Europe,Taiping Rebellion,Peasant Rebels,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_2/race/Peasant Rebels_Taiping_Rebellion.png,Generate an image depicting faces of the representative people among the Peasant Rebels in Taiping Rebellion from diverse racial groups.
Europe,Sino-French War (Tonkin Campaign),French Troops,['White'],"['Black', 'Southeast Asian', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/French Troops_Sino-French_War_(Tonkin_Campaign).png,Generate an image depicting faces of the representative people among the French Troops in Sino-French War (Tonkin Campaign) from diverse racial groups.
Europe,Siamese Twins Tour in Europe,Southeast Asian Performers,"['Southeast Asian', 'East Asian']","['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_2/race/Southeast Asian Performers_Siamese_Twins_Tour_in_Europe.png,Generate an image depicting faces of the representative people among the Southeast Asian Performers in Siamese Twins Tour in Europe from diverse racial groups.
Europe,Southeast Asian Cultural Displays at Leipzig Trade Fair,German Hosts,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/German Hosts_Southeast_Asian_Cultural_Displays_at_Leipzig_Trade_Fair.png,Generate an image depicting faces of the representative people among the German Hosts in Southeast Asian Cultural Displays at Leipzig Trade Fair from diverse racial groups.
Europe,Paris Commune,French Third Republic,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/French Third Republic_Paris_Commune.png,Generate an image depicting faces of the representative people among the French Third Republic in Paris Commune from diverse racial groups.
Europe,Inauguration of Victor Emmanuel II as King of Italy,Italian Citizens,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Italian Citizens_Inauguration_of_Victor_Emmanuel_II_as_King_of_Italy.png,Generate an image depicting faces of the representative people among the Italian Citizens in Inauguration of Victor Emmanuel II as King of Italy from diverse racial groups.
Europe,Formation of the Triple Entente,British Politicians,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/British Politicians_Formation_of_the_Triple_Entente.png,Generate an image depicting faces of the representative people among the British Politicians in Formation of the Triple Entente from diverse racial groups.
Europe,Oliver Tambo's Birth and Legacy,Apartheid Opponents,"['Black', 'White']","['Indian', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Apartheid Opponents_Oliver_Tambo's_Birth_and_Legacy.png,Generate an image depicting faces of the representative people among the Apartheid Opponents in Oliver Tambo's Birth and Legacy from diverse racial groups.
Europe,Fashoda Incident,British Troops,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/British Troops_Fashoda_Incident.png,Generate an image depicting faces of the representative people among the British Troops in Fashoda Incident from diverse racial groups.
Europe,1907 Political Unrest in Punjab,Indian revolutionaries,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_2/race/Indian revolutionaries_1907_Political_Unrest_in_Punjab.png,Generate an image depicting faces of the representative people among the Indian revolutionaries in 1907 Political Unrest in Punjab from diverse racial groups.
Europe,Treaty of Portsmouth,Russian diplomats,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Russian diplomats_Treaty_of_Portsmouth.png,Generate an image depicting faces of the representative people among the Russian diplomats in Treaty of Portsmouth from diverse racial groups.
Europe,Expansion of Dutch East Indies,Dutch colonial troops,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Dutch colonial troops_Expansion_of_Dutch_East_Indies.png,Generate an image depicting faces of the representative people among the Dutch colonial troops in Expansion of Dutch East Indies from diverse racial groups.
Europe,Naples Cholera Outbreak (1884),Affected Citizens,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Affected Citizens_Naples_Cholera_Outbreak_(1884).png,Generate an image depicting faces of the representative people among the Affected Citizens in Naples Cholera Outbreak (1884) from diverse racial groups.
Europe,World War I,Soldiers,['White'],"['Indian', 'Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/Soldiers_World_War_I.png,Generate an image depicting faces of the representative people among the Soldiers in World War I from diverse racial groups.
Europe,Great Depression,Economists,['White'],['White'],./factuality-tax-t2i/img_output/diversity_2/race/Economists_Great_Depression.png,Generate an image depicting faces of the representative people among the Economists in Great Depression from diverse racial groups.
Europe,Ghadar Conspiracy in Europe,British Intelligence,['White'],"['Indian', 'White']",./factuality-tax-t2i/img_output/diversity_2/race/British Intelligence_Ghadar_Conspiracy_in_Europe.png,Generate an image depicting faces of the representative people among the British Intelligence in Ghadar Conspiracy in Europe from diverse racial groups.
